344.945680	-61.253243
345.162997	-61.253243
345.380301	-61.253243
345.597591	-95.262065
345.814867	-123.269331
346.032129	-19.242346
346.249378	-85.259471
346.466613	-35.246497
346.683835	-37.247016
346.901043	-43.248573
347.118237	-51.250649
347.335418	-119.268293
347.552585	-59.252724
347.769738	-51.250649
347.986878	-59.252724
348.204003	-75.256876
348.421116	-105.264660
348.638214	-43.248573
348.855299	-43.248573
349.072370	-31.245459
349.289428	-83.258952
349.506472	-37.247016
349.723502	-87.259990
349.940518	-111.266217
350.157521	-117.267774
350.374510	-71.255838
350.591485	-119.268293
350.808447	-77.257395
351.025395	-137.272963
351.242329	-43.248573
351.459250	-37.247016
351.676157	-101.263622
351.893050	-139.273482
352.109930	-105.264660
352.326795	-115.267255
352.543647	-83.258952
352.760486	-71.255838
352.977310	-59.252724
353.194121	-153.277115
353.410919	-51.250649
353.627702	-147.275558
353.844472	-77.257395
354.061228	-123.269331
354.277970	-125.269850
354.494699	-99.263103
354.711414	-87.259990
354.928115	-107.265179
355.144802	-51.250649
355.361476	-27.244421
355.578136	-51.250649
355.794782	-61.253243
356.011415	-79.257914
356.228034	-43.248573
356.444639	-71.255838
356.661230	-19.242346
356.877808	-63.253762
357.094371	-93.261546
357.310921	-91.261028
357.527458	-77.257395
357.743980	-91.261028
357.960489	-89.260509
358.176984	-79.257914
358.393465	-123.269331
358.609933	-23.243383
358.826387	-27.244421
359.042827	-133.271925
359.259253	-45.249092
359.475666	-159.278672
359.692064	-117.267774
359.908449	-35.246497
360.124821	-71.255838
360.341178	-27.244421
360.557522	-133.271925
360.773852	-71.255838
360.990168	-107.265179
361.206470	-129.270887
361.422759	-127.270368
361.639033	-95.262065
361.855294	-97.262584
362.071542	-51.250649
362.287775	-121.268812
362.503995	-93.261546
362.720201	-81.258433
362.936393	-81.258433
363.152571	-115.267255
363.368735	-101.263622
363.584886	-39.247535
363.801023	-37.247016
364.017146	-49.250130
364.233255	-119.268293
364.449351	-27.244421
364.665433	-29.244940
364.881500	-99.263103
365.097554	-117.267774
365.313595	-21.242865
365.529621	-115.267255
365.745634	-75.256876
365.961633	-71.255838
366.177618	-99.263103
366.393589	-103.264141
366.609546	-35.246497
366.825490	-103.264141
367.041419	-93.261546
367.257335	-111.266217
367.473237	-73.256357
367.689126	-75.256876
367.905000	-125.269850
368.120861	-63.253762
368.336707	-37.247016
368.552540	-53.251168
368.768359	-55.251687
368.984165	-51.250649
369.199956	-53.251168
