344.945680	-13.240789
345.162997	-13.240789
345.380301	-13.240789
345.597591	46.774779
345.814867	76.782564
346.032129	76.782564
346.249378	40.773223
346.466613	48.775298
346.683835	62.778931
346.901043	32.771147
347.118237	48.775298
347.335418	-65.254281
347.552585	34.771666
347.769738	58.777893
347.986878	38.772704
348.204003	98.788272
348.421116	46.774779
348.638214	24.769071
348.855299	60.778412
349.072370	106.790348
349.289428	52.776336
349.506472	118.793461
349.723502	54.776855
349.940518	16.766995
350.157521	4.763882
350.374510	40.773223
350.591485	90.786196
350.808447	106.790348
351.025395	114.792423
351.242329	-7.239232
351.459250	54.776855
351.676157	52.776336
351.893050	100.788791
352.109930	44.774261
352.326795	-9.239751
352.543647	78.783083
352.760486	4.763882
352.977310	44.774261
353.194121	96.787753
353.410919	10.765439
353.627702	18.767514
353.844472	80.783601
354.061228	88.785677
354.277970	78.783083
354.494699	8.764920
354.711414	48.775298
354.928115	54.776855
355.144802	98.788272
355.361476	78.783083
355.578136	-13.240789
355.794782	62.778931
356.011415	54.776855
356.228034	32.771147
356.444639	82.784120
356.661230	56.777374
356.877808	54.776855
357.094371	78.783083
357.310921	54.776855
357.527458	60.778412
357.743980	142.799689
357.960489	74.782045
358.176984	82.784120
358.393465	82.784120
358.609933	36.772185
358.826387	70.781007
359.042827	64.779450
359.259253	20.768033
359.475666	84.784639
359.692064	12.765957
359.908449	118.793461
360.124821	34.771666
360.341178	96.787753
360.557522	168.806435
360.773852	-11.240270
360.990168	22.768552
361.206470	88.785677
361.422759	58.777893
361.639033	74.782045
361.855294	-31.245459
362.071542	90.786196
362.287775	134.797613
362.503995	68.780488
362.720201	80.783601
362.936393	34.771666
363.152571	56.777374
363.368735	34.771666
363.584886	56.777374
363.801023	126.795537
364.017146	116.792942
364.233255	94.787234
364.449351	136.798132
364.665433	30.770628
364.881500	146.800727
365.097554	32.771147
365.313595	106.790348
365.529621	98.788272
365.745634	114.792423
365.961633	36.772185
366.177618	42.773742
366.393589	48.775298
366.609546	68.780488
366.825490	-3.238194
367.041419	120.793980
367.257335	88.785677
367.473237	142.799689
367.689126	72.781526
367.905000	112.791905
368.120861	78.783083
368.336707	46.774779
368.552540	138.798651
368.768359	114.792423
368.984165	58.777893
369.199956	26.769590
369.415734	38.772704
369.631497	120.793980
369.847247	124.795018
370.062983	8.764920
370.278705	4.763882
370.494414	78.783083
370.710108	82.784120
370.925789	108.790867
371.141456	86.785158
371.357108	92.786715
371.572747	66.779969
371.788373	76.782564
372.003984	152.802283
372.219581	126.795537
